"","Player.Name","Yearly.Salary","Age","Position","Nationality","team.y","MP","Starts","Min","X90s","goal.90","assit.90","G.p.90","PK","PKatt","CrdY","CrdR","Gls","Ast","G.A","G.PK","G.A.PK","Sh.x","Shot.on.Target","SoT.","Sh.90","SoT.90","G.Sh","G.SoT","Dist","FK","total.completed","total.tempted","X.total..completed.","total.distance","progressive.distance","short.completed","short.attempted","short.","mediumm.completed","medium.attempted","X.medium","long.complted","long.attempted","long..","xA","KP","X1.3.x","PPA","CrsPA","Prog.x","SCA","SCA90","PassLive","PassDead","Drib","Sh.y","Fld","Def","GCA","GCA90","ATG.in.play","ATG.not.in.play","ATG.drib","ATG.shot","ATG.fouls","ATG.finalized","Tkl","TklW","Def.3rd.x","Mid.3rd.x","Att.3rd.x","X.contrs.opponents","Att.x","Tkl.","Past","Press","Succ.x","X.","Pressin.def","Press.mid","Press.att","Blocks","Sh","ShSv","Pass","Int","Tkl.Int","Clr","Err","Touches","Def.Pen","Def.3rd.y","Mid.3rd.y","Att.3rd.y","Att.Pen","Live","Succ.y","Att.y","Succ.","X.Pl","Megs","Carries","TotDist","PrgDist","Prog.y","X1.3.y","CPA","Mis","Dis","Targ","Rec","Rec.","prog..ric.","X2CrdY","Fls","sub_fouls","Off","Crs","OG","Recov","Won","Lost","Won."
"396","Nicola Zalewski",150800,18,"M","Poland","as-roma",1,0,11,0.1,0,1,0,0,0,0,0,0,8.18,8.18,0,8.18,0,0,0,0,0,0,0,0,0,5,7,71.4,121,56,0,1,0,1,2,50,3,3,100,0.1,1,1,1,0,2,2,16.36,1,0,0,0,1,0,1,8.18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,33.3,1,2,0,1,0,0,1,0,0,0,0,9,0,1,5,4,0,8,0,0,0,0,0,7,16,14,1,1,0,0,0,8,7,87.5,1,0,0,1,0,0,0,0,0,0,NA
"397","Nicolas Dominguez",936000,22,"M","Argentina","bologna-fc-1909",28,15,1255,13.9,1,0,1,0,0,8,0,0.07,0,0.07,0.07,0.07,18,5,27.8,1.29,0.36,0.06,0.2,18.2,0,615,714,86.1,11414,3357,273,303,90.1,246,287,85.7,82,106,77.4,2.3,21,72,14,2,63,44,3.16,32,1,2,2,3,4,0,0,0,0,0,0,0,0,52,35,30,18,4,11,28,39.3,17,350,92,26.3,147,153,50,31,7,0,24,25,77,21,0,878,48,229,502,200,29,851,9,10,90,9,1,495,2650,1193,43,10,2,17,17,637,539,84.6,42,0,23,15,1,11,0,167,24,24,50
"398","Nicolas Nkoulou",2496000,30,"D","Cameroon","torino",18,16,1358,15.1,1,0,1,0,0,5,0,0.07,0,0.07,0.07,0.07,3,1,33.3,0.2,0.07,0.33,1,8.3,0,610,701,87,13250,3584,173,186,93,327,348,94,106,159,66.7,0.1,2,23,1,0,20,7,0.46,6,1,0,0,0,0,0,0,0,0,0,0,0,0,15,8,10,5,0,6,13,46.2,7,102,40,39.2,62,40,0,34,15,0,19,36,51,94,1,880,185,526,382,11,4,852,3,3,100,3,0,517,2458,1070,10,2,0,3,1,538,528,98.1,0,0,15,25,0,0,0,136,35,38,47.9
"399","Nicolas Schiappacasse",358800,21,"ST","Uruguay","u.s.-sassuolo",1,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,50,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,2,3,0,0,0,0,1,0,4,1,25,1,0,0,0,0,0,0,1,0,1,0
"400","Nicolas Viola",1196000,30,"M","Italy","benevento",17,12,1036,11.5,5,2,1,4,4,1,0,0.43,0.17,0.61,0.09,0.26,14,4,28.6,1.22,0.35,0.07,0.25,27.1,2,342,511,66.9,6760,2520,131,150,87.3,134,180,74.4,62,154,40.3,1.4,17,32,10,1,47,29,2.52,18,6,2,1,2,0,5,0.43,3,1,1,0,0,0,16,10,1,11,4,3,22,13.6,19,172,42,24.4,57,90,25,12,3,0,9,16,32,8,0,625,22,134,352,169,14,555,9,19,47.4,12,2,381,2139,933,25,7,2,13,13,416,365,87.7,10,0,14,23,0,14,0,121,8,13,38.1
"401","Nicolo Barella",4160000,23,"M","Italy","fc-internazionale-milano",36,32,2896,32.2,3,7,3,0,0,5,0,0.09,0.22,0.31,0.09,0.31,36,9,25,1.12,0.28,0.08,0.33,20.4,0,1605,1934,83,27861,9314,774,854,90.6,626,731,85.6,169,262,64.5,5.4,47,158,68,11,222,93,2.89,83,1,3,3,2,1,12,0.37,11,0,0,1,0,0,61,41,25,28,8,16,60,26.7,44,568,154,27.1,161,266,141,46,8,0,38,32,93,13,0,2246,46,411,1220,803,60,2213,39,54,72.2,42,0,1695,9368,4845,208,86,14,41,41,1884,1711,90.8,151,0,44,53,2,50,0,313,33,24,57.9
"402","Nicolo Fagioli",98800,19,"M","Italy","juventus",1,0,21,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,94.4,284,108,7,7,100,10,10,100,0,1,0,0,0,3,0,0,3,1,4.29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,40,1,3,1,1,0,0,1,0,0,0,0,21,2,5,14,2,0,20,2,2,100,2,0,20,93,57,2,0,0,0,0,18,17,94.4,1,0,1,2,0,0,0,2,0,2,0
"403","Nicolo Manfredini",150800,32,"GK","Italy","benevento",1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,31,80.6,629,296,5,6,83.3,11,11,100,9,14,64.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,30,33,0,0,0,26,0,0,0,0,0,15,58,26,0,0,0,0,0,12,12,100,0,0,0,0,0,0,0,6,0,0,NA
"404","Nicolo Rovella",1664000,18,"M","Italy","genoa-cfc",20,12,1187,13.2,0,2,0,0,0,4,0,0,0.15,0.15,0,0.15,11,2,18.2,0.83,0.15,0,0,21,2,700,824,85,14405,3269,260,287,90.6,303,331,91.5,127,186,68.3,1.5,18,49,12,4,47,30,2.27,23,3,1,0,3,0,2,0.15,1,1,0,0,0,0,28,16,15,10,3,6,22,27.3,16,308,68,22.1,130,143,35,26,1,0,25,18,46,26,0,966,48,298,579,147,5,933,9,12,75,9,0,697,3387,1605,54,13,2,12,8,723,678,93.8,9,0,20,24,0,13,0,141,5,13,27.8
"405","Nikola Kalinic",2028000,32,"ST","Croatia","hellas-verona",19,15,1063,11.8,2,0,2,0,0,2,0,0.17,0,0.17,0.17,0.17,23,7,30.4,1.95,0.59,0.09,0.29,11.6,0,162,232,69.8,2355,341,90,115,78.3,52,70,74.3,8,14,57.1,0.3,7,7,5,0,14,15,1.27,12,0,0,2,1,0,2,0.17,2,0,0,0,0,0,2,1,1,1,0,0,3,0,3,130,38,29.2,7,33,90,4,0,0,4,1,3,6,0,354,6,16,179,179,56,326,6,11,54.5,7,1,242,819,286,18,8,3,31,15,648,271,41.8,101,0,27,34,10,2,0,31,18,58,23.7
"406","Nikola Maksimovic",1976000,28,"D","Serbia","napoli",17,12,1207,13.4,0,0,0,0,0,1,0,0,0,0,0,0,5,1,20,0.37,0.07,0,0,7.6,0,888,947,93.8,20265,5784,195,208,93.8,513,529,97,177,200,88.5,0.1,3,37,0,0,42,8,0.6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,21,6,12,8,1,6,15,40,9,115,39,33.9,67,44,4,18,7,0,11,16,37,65,1,1080,169,603,515,27,12,1045,4,4,100,4,0,681,4220,2009,42,4,1,3,3,791,777,98.2,3,0,6,6,0,1,1,137,37,13,74
"407","Nikola Milenkovic",1300000,22,"D","Serbia","acf-fiorentina",34,34,3034,33.7,3,1,3,0,0,7,1,0.09,0.03,0.12,0.09,0.12,20,9,45,0.59,0.27,0.15,0.33,12.1,0,1443,1657,87.1,29961,9601,440,495,88.9,760,833,91.2,232,297,78.1,0.3,6,112,3,0,97,18,0.53,14,0,1,3,0,0,3,0.09,1,0,0,2,0,0,64,40,47,15,2,27,38,71.1,11,349,106,30.4,184,139,26,57,37,0,20,30,94,153,0,1987,246,894,1041,171,29,1850,9,12,75,9,0,1100,6073,3443,109,20,1,9,4,1226,1172,95.6,18,0,56,16,0,3,0,330,117,35,77
"408","Omar Colley",1560000,27,"D","The Gambia","u.c.-sampdoria",29,28,2591,28.8,2,0,2,0,0,6,0,0.07,0,0.07,0.07,0.07,12,3,25,0.42,0.1,0.17,0.67,9.4,0,1087,1325,82,24424,8519,269,314,85.7,592,642,92.2,214,348,61.5,0,1,96,0,0,76,4,0.14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,40,24,26,12,2,10,21,47.6,11,245,88,35.9,149,88,8,47,30,2,17,52,92,177,2,1651,270,936,749,56,21,1610,1,2,50,1,0,885,5065,2528,55,9,0,3,4,1032,996,96.5,4,0,34,22,1,5,0,271,81,45,64.3
"409","Paolo Farago",780000,27,"D","Italy","bologna-fc-1909",1,0,23,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.91,0,0,0,11.7,0,11,13,84.6,201,89,3,4,75,7,7,100,1,1,100,0,0,0,1,0,2,2,7.83,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,6,2,33.3,2,2,2,1,0,0,1,0,0,0,0,15,1,3,6,6,2,14,0,0,0,0,0,8,17,3,0,0,0,0,0,13,13,100,2,0,0,0,0,1,0,0,0,0,NA
"410","Paolo Farago",780000,27,"D","Italy","cagliari",8,4,369,4.1,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0.73,0,0,0,16.9,0,187,225,83.1,3327,1253,84,86,97.7,85,104,81.7,16,28,57.1,0.7,6,8,5,3,14,8,1.95,8,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,5,6,0,6,18,33.3,12,73,15,20.5,34,25,14,6,2,0,4,9,20,18,0,281,27,88,123,86,6,242,2,6,33.3,3,0,153,714,362,22,3,1,2,3,183,165,90.2,5,0,7,2,0,7,0,30,7,4,63.6
"411","Paolo Ghiglione",988000,23,"D","Italy","genoa-cfc",23,14,1358,15.1,0,4,0,0,0,4,0,0,0.27,0.27,0,0.27,10,2,20,0.66,0.13,0,0,22.1,0,401,595,67.4,7477,2745,183,208,88,164,228,71.9,51,127,40.2,1.9,20,13,19,15,31,32,2.12,23,6,1,0,1,1,6,0.4,5,1,0,0,0,0,30,15,19,10,1,12,30,40,18,190,56,29.5,73,79,38,25,2,0,23,16,46,31,0,750,47,217,315,273,24,658,6,22,27.3,6,0,449,2553,1612,76,34,8,19,6,554,456,82.3,31,0,18,13,3,55,0,90,17,19,47.2
"412","Pasquale Schiattarella",1144000,33,"M","Italy","benevento",29,26,2247,25,1,1,1,0,0,13,1,0.04,0.04,0.08,0.04,0.08,9,6,66.7,0.36,0.24,0.11,0.17,16.3,0,1116,1374,81.2,21798,6622,431,483,89.2,483,563,85.8,172,272,63.2,2.8,24,132,28,2,136,51,2.04,46,1,1,1,1,1,1,0.04,1,0,0,0,0,0,46,35,29,16,1,20,46,43.5,26,281,106,37.7,131,132,18,29,6,0,23,23,69,39,1,1559,69,446,1014,204,9,1473,13,18,72.2,16,0,981,4903,2817,91,26,1,20,13,1081,1028,95.1,14,0,38,55,1,6,0,295,12,8,60
"413","Patric",1560000,26,"D","Spain","lazio",25,18,1595,17.7,0,1,0,0,0,8,0,0,0.06,0.06,0,0.06,7,0,0,0.39,0,0,0,21,0,1044,1201,86.9,23756,6278,254,281,90.4,550,591,93.1,234,314,74.5,1.1,11,92,20,5,62,28,1.58,26,0,0,1,0,1,5,0.28,4,0,0,1,0,0,28,13,15,9,4,12,27,44.4,15,262,80,30.5,122,110,30,24,4,0,20,13,41,65,1,1345,123,534,714,181,12,1290,1,3,33.3,2,0,946,5310,2614,71,20,1,7,6,1003,971,96.8,17,0,22,6,2,20,0,179,16,17,48.5
"414","Pau Lopez",4108000,25,"GK","Spain","as-roma",21,20,1817,20.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531,663,80.1,14083,8084,103,105,98.1,264,266,99.2,161,289,55.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,1,0,0,1,0,0,0,1,715,630,709,7,0,0,579,0,0,0,0,0,410,1533,681,0,0,0,1,0,386,385,99.7,0,0,0,1,0,0,0,97,0,0,NA
"415","Paulo Dybala",12324000,26,"ST","Argentina","juventus",20,14,1132,12.6,4,3,4,0,0,0,0,0.32,0.24,0.56,0.32,0.56,52,15,28.8,4.13,1.19,0.08,0.27,18.7,5,578,705,82,10089,2224,299,328,91.2,185,218,84.9,75,126,59.5,2.9,31,43,26,4,68,62,4.93,37,10,5,5,5,0,3,0.24,2,0,0,1,0,0,15,11,3,7,5,2,12,16.7,10,205,57,27.8,26,83,96,16,0,0,16,3,18,1,0,892,3,67,401,477,67,800,27,43,62.8,27,3,615,3072,1509,91,29,12,37,26,825,698,84.6,119,0,10,30,4,24,0,58,1,11,8.3
"416","Pawel Dawidowicz",405600,25,"D","Poland","hellas-verona",30,22,1860,20.7,0,0,0,0,0,9,0,0,0,0,0,0,16,4,25,0.77,0.19,0,0,10.6,0,754,881,85.6,14132,4408,301,325,92.6,345,393,87.8,94,138,68.1,0,2,31,3,0,41,10,0.48,5,0,1,3,0,1,0,0,0,0,0,0,0,0,42,30,26,13,3,13,26,50,13,297,87,29.3,146,130,21,37,19,0,18,26,68,99,0,1100,139,552,496,115,20,1053,5,6,83.3,5,1,570,2873,1532,44,16,0,7,3,622,593,95.3,15,0,38,9,2,5,0,232,54,41,56.8
"417","Pedro",4108000,32,"ST","Spain","as-roma",27,20,1591,17.7,5,2,5,0,0,5,1,0.28,0.11,0.4,0.28,0.4,42,15,35.7,2.38,0.85,0.12,0.33,18.1,0,515,658,78.3,9170,2343,242,293,82.6,203,245,82.9,59,94,62.8,2.7,28,38,30,4,64,66,3.73,49,4,4,3,4,2,8,0.45,4,1,1,0,2,0,28,21,9,12,7,7,31,22.6,24,269,61,22.7,51,125,93,13,2,0,11,11,39,1,0,843,8,92,453,378,60,827,27,42,64.3,28,2,681,4599,2284,126,46,11,37,17,843,683,81,123,1,25,33,7,29,0,81,2,15,11.8
"418","Pedro Obiang",1144000,28,"M","Eq. Guinea","u.s.-sassuolo",33,16,1469,16.3,0,1,0,0,0,4,1,0,0.06,0.06,0,0.06,15,5,33.3,0.92,0.31,0,0,23.4,0,803,906,88.6,13353,3374,399,435,91.7,312,344,90.7,72,99,72.7,0.8,12,59,7,0,48,21,1.29,21,0,0,0,0,0,2,0.12,2,0,0,0,0,0,41,27,16,20,5,11,33,33.3,22,321,95,29.6,90,167,64,34,9,0,25,14,55,36,1,1077,65,271,654,208,12,1060,12,15,80,12,0,716,3255,1557,57,17,0,9,6,822,771,93.8,19,0,23,20,0,4,0,142,31,23,57.4
"419","Pedro Pereira",468000,22,"D","Portugal","crotone",35,29,2549,28.3,0,4,0,0,0,6,0,0,0.14,0.14,0,0.14,13,5,38.5,0.46,0.18,0,0,23.3,2,700,921,76,12072,4115,329,383,85.9,279,359,77.7,72,125,57.6,2.4,18,32,26,11,66,36,1.27,31,1,1,0,2,1,7,0.25,6,1,0,0,0,0,52,37,32,12,8,14,26,53.8,12,370,104,28.1,166,128,76,60,10,0,50,21,73,48,0,1213,93,319,524,430,36,1045,18,46,39.1,21,3,702,3139,1631,69,18,5,32,41,863,668,77.4,83,0,33,18,5,49,0,179,24,36,40
"420","Perparim Hetemaj",1144000,33,"M","Finland","benevento",31,27,2212,24.6,0,2,0,0,0,5,0,0,0.08,0.08,0,0.08,12,3,25,0.49,0.12,0,0,18.9,0,674,878,76.8,11916,3475,306,362,84.5,277,333,83.2,74,134,55.2,1.4,16,53,21,9,78,29,1.18,26,1,0,0,2,0,3,0.12,3,0,0,0,0,0,59,37,38,17,4,35,76,46.1,41,496,126,25.4,219,207,70,49,5,0,44,32,91,27,0,1151,37,314,635,288,23,1131,13,22,59.1,14,3,759,4023,1681,72,28,0,27,24,836,717,85.8,59,0,42,77,1,35,0,214,17,39,30.4
"421","Petar Micin",145600,21,"M","Serbia","udinese",1,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,88.9,199,4,3,3,100,4,5,80,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,11.1,1,3,5,0,0,0,0,0,0,0,0,9,0,1,6,4,0,9,0,0,0,0,0,4,18,11,1,1,0,0,0,8,7,87.5,2,0,1,0,0,0,0,1,0,0,NA
"422","Pierluigi Gollini",1300000,25,"GK","Italy","atalanta",25,25,2156,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504,668,75.4,15956,8869,55,56,98.2,222,226,98.2,223,381,58.5,0,1,7,1,0,1,3,0.13,2,1,0,0,0,0,1,0.04,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,4,2,50,4,0,0,1,0,0,1,1,1,1,0,714,608,711,4,0,0,558,1,1,100,1,0,415,2104,1060,1,0,0,1,0,374,373,99.7,0,0,1,4,0,0,0,105,0,0,NA
"423","Pierre Kalulu",780000,20,"D","France","ac-milan",13,7,727,8.1,1,1,1,0,0,1,0,0.12,0.12,0.25,0.12,0.25,3,1,33.3,0.37,0.12,0.33,1,6.7,0,427,499,85.6,7973,2656,165,179,92.2,221,245,90.2,33,61,54.1,0.4,3,25,4,0,29,8,0.99,7,0,0,1,0,0,1,0.12,1,0,0,0,0,0,21,13,11,7,3,5,9,55.6,4,127,39,30.7,61,50,16,14,4,0,10,15,36,25,0,576,66,272,270,76,7,538,3,3,100,3,0,343,2361,1264,46,15,2,2,3,389,373,95.9,5,0,9,2,0,12,0,79,10,18,35.7
"424","Pietro Terracciano",468000,30,"GK","Italy","acf-fiorentina",4,2,272,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,87,55.2,2190,1758,2,2,100,12,12,100,34,73,46.6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,85,94,1,0,0,48,0,0,0,0,0,29,208,112,0,0,0,0,0,22,21,95.5,0,0,0,0,0,0,0,11,0,0,NA
"425","Piotr Zielinski",5928000,26,"M","Poland","napoli",36,32,2523,28,8,10,8,0,0,2,0,0.29,0.36,0.64,0.29,0.64,61,25,41,2.18,0.89,0.13,0.32,18.4,0,1037,1253,82.8,18227,4040,521,591,88.2,368,431,85.4,125,184,67.9,5.4,58,119,23,2,97,110,3.92,75,13,7,7,6,2,23,0.82,17,0,4,0,2,0,24,15,10,10,4,5,17,29.4,12,279,84,30.1,55,126,98,22,4,0,18,20,44,11,0,1540,30,184,819,690,90,1476,53,88,60.2,55,13,1095,6827,3741,196,81,14,46,33,1461,1223,83.7,201,0,12,45,7,45,0,154,4,13,23.5
"426","Rade Krunic",1768000,26,"M","Bosnia & Herzegovina","ac-milan",25,5,723,8,1,2,1,0,0,3,0,0.12,0.25,0.37,0.12,0.37,8,5,62.5,1,0.62,0.13,0.2,21.3,1,237,273,86.8,3370,930,131,140,93.6,78,94,83,10,16,62.5,1.1,7,17,2,1,16,18,2.24,14,0,0,0,3,1,5,0.62,3,0,0,0,2,0,16,14,5,9,2,7,24,29.2,17,166,43,25.9,61,79,26,14,2,1,12,4,20,11,0,363,15,84,206,93,15,355,6,10,60,6,0,222,1144,595,23,7,3,7,7,304,239,78.6,16,0,11,21,2,2,0,61,10,14,41.7
"427","Radja Nainggolan",7592000,32,"M","Belgium","cagliari",22,22,1841,20.5,1,0,1,0,0,5,0,0.05,0,0.05,0.05,0.05,49,6,12.2,2.4,0.29,0.02,0.17,24.5,0,636,837,76,14072,3153,213,269,79.2,271,329,82.4,144,204,70.6,1.7,22,69,26,15,57,53,2.59,41,2,4,3,2,1,4,0.2,4,0,0,0,0,0,42,34,22,14,6,7,28,25,21,270,93,34.4,108,124,38,20,1,0,19,29,71,16,1,1091,34,189,571,436,32,1063,29,61,47.5,32,0,807,4949,2347,96,44,6,24,39,868,733,84.4,87,0,21,21,0,51,0,206,16,18,47.1
"428","Radja Nainggolan",7592000,32,"M","Belgium","fc-internazionale-milano",4,0,46,0.5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5.87,0,0,0,21.9,0,33,38,86.8,569,103,17,19,89.5,13,14,92.9,2,3,66.7,0,0,5,0,0,1,4,7.83,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,10,5,50,2,5,3,1,0,0,1,0,2,0,0,46,0,1,26,20,1,45,0,0,0,0,0,34,120,44,2,1,0,1,2,45,39,86.7,3,0,1,0,0,0,0,3,0,0,NA
"429","Rafael",416000,38,"GK","Brazil","spezia-calcio",3,2,207,2.3,0,1,0,0,0,0,0,0,0.43,0.43,0,0.43,0,0,0,0,0,0,0,0,0,75,106,70.8,2057,1225,18,18,100,30,31,96.8,27,57,47.4,0.4,1,0,0,0,0,1,0.43,1,0,0,0,0,0,1,0.43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,113,92,113,1,0,0,88,0,0,0,0,0,44,225,138,0,0,0,0,0,61,61,100,0,0,0,0,0,0,0,9,0,0,NA
"430","Rafael Leao",1820000,21,"ST","Portugal","ac-milan",30,22,1924,21.4,6,6,6,0,0,5,0,0.28,0.28,0.56,0.28,0.56,43,20,46.5,2.01,0.94,0.14,0.3,15.8,0,358,497,72,5727,1120,172,216,79.6,138,195,70.8,26,43,60.5,4.5,27,15,27,6,39,54,2.53,37,0,9,2,5,1,7,0.33,6,0,1,0,0,0,13,9,4,7,2,4,16,25,12,231,54,23.4,23,90,118,26,0,0,26,5,18,15,0,713,16,74,315,396,121,690,34,54,63,35,1,493,3702,2309,106,34,32,55,25,907,543,59.9,159,0,28,21,4,35,0,79,49,57,46.2
"431","Rafael Toloi",1612000,29,"D","Brazil","atalanta",31,29,2537,28.2,2,0,2,0,0,9,0,0.07,0,0.07,0.07,0.07,27,8,29.6,0.96,0.28,0.07,0.25,12.8,0,1378,1647,83.7,26244,9111,576,615,93.7,611,702,87,176,286,61.5,0.9,14,139,19,3,142,37,1.31,32,0,1,0,2,2,1,0.04,1,0,0,0,0,0,57,33,23,29,5,17,43,39.5,26,336,131,39,126,163,47,44,6,0,38,38,95,79,1,1925,118,627,1018,413,54,1852,12,24,50,13,0,1294,6385,3513,149,47,4,15,15,1381,1314,95.1,35,0,38,14,1,20,0,296,57,21,73.1
"432","Ragnar Klavan",1612000,34,"D","Estonia","cagliari",15,9,770,8.6,0,0,0,0,0,1,0,0,0,0,0,0,6,1,16.7,0.7,0.12,0,0,16.9,0,338,395,85.6,7232,2207,99,116,85.3,176,189,93.1,59,82,72,0,0,21,1,0,17,3,0.35,2,0,0,0,0,1,0,0,0,0,0,0,0,0,16,5,8,7,1,6,9,66.7,3,105,29,27.6,62,39,4,13,5,0,8,7,23,41,0,482,76,271,218,25,7,463,0,0,0,0,0,265,1762,883,23,8,0,1,1,304,301,99,0,0,8,1,0,0,0,71,10,16,38.5
"433","Razvan Marin",1612000,24,"M","Romania","cagliari",37,35,2965,32.9,3,6,3,0,0,6,0,0.09,0.18,0.27,0.09,0.27,28,10,35.7,0.85,0.3,0.11,0.3,23,1,1390,1702,81.7,26559,7092,553,622,88.9,596,670,89,202,345,58.6,4.8,68,114,37,4,119,98,2.97,55,38,1,1,1,2,7,0.21,4,3,0,0,0,0,66,49,32,25,9,25,52,48.1,27,572,156,27.3,186,312,74,32,9,0,23,26,92,23,0,1981,54,419,1114,609,44,1761,32,59,54.2,34,2,1275,7905,3936,156,63,12,31,39,1460,1296,88.8,85,0,48,24,3,46,0,286,15,22,40.5
"434","Remo Freuler",1248000,28,"M","Switzerland","atalanta",34,32,2712,30.1,2,3,2,0,0,5,0,0.07,0.1,0.17,0.07,0.17,21,6,28.6,0.7,0.2,0.1,0.33,16.1,0,1876,2124,88.3,34350,9890,777,845,92,866,951,91.1,206,272,75.7,2.8,29,220,46,4,226,78,2.59,61,2,5,2,4,4,11,0.37,8,0,1,0,0,2,74,56,23,38,13,22,71,31,49,639,188,29.4,150,326,163,52,4,0,48,50,124,39,0,2436,51,456,1491,661,54,2354,38,50,76,40,1,1788,9688,4893,233,76,9,35,40,1848,1714,92.7,68,0,40,31,1,18,0,383,27,29,48.2
"435","Ricardo Rodriguez",2444000,27,"D","Switzerland","torino",16,15,1238,13.8,0,0,0,0,0,1,0,0,0,0,0,0,13,2,15.4,0.95,0.15,0,0,25.8,8,612,726,84.3,11271,3643,285,302,94.4,252,287,87.8,68,117,58.1,0.3,6,43,7,1,43,16,1.16,13,1,0,2,0,0,3,0.22,3,0,0,0,0,0,29,15,14,12,3,16,25,64,9,140,44,31.4,70,60,10,29,5,0,24,24,53,36,1,866,60,294,460,177,5,785,8,13,61.5,8,0,576,2802,1516,53,17,0,5,5,597,566,94.8,9,0,13,6,0,10,0,87,18,13,58.1
"436","Riccardo Calafiori",572000,18,"D","Italy","as-roma",3,1,66,0.7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,45,77.8,597,175,16,19,84.2,18,21,85.7,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,0,0,1,4,25,3,21,7,33.3,11,6,4,3,0,0,3,1,4,1,0,56,2,22,26,12,1,48,0,1,0,0,0,32,210,128,5,1,0,3,1,34,31,91.2,1,0,6,2,0,0,0,9,3,1,75
"437","Riccardo Gagliolo",676000,30,"D","Sweden","parma-calcio-1913",28,22,1956,21.7,2,2,2,0,0,6,0,0.09,0.09,0.18,0.09,0.18,20,3,15,0.92,0.14,0.1,0.67,12.4,0,1082,1340,80.7,23799,9547,325,365,89,538,620,86.8,210,328,64,1.1,16,98,21,11,118,35,1.61,31,0,0,1,1,2,3,0.14,3,0,0,0,0,0,58,29,40,13,5,21,38,55.3,17,246,78,31.7,153,70,23,46,8,0,38,30,88,61,0,1577,151,697,792,218,28,1432,9,16,56.3,11,1,922,5217,3388,97,29,2,10,8,1081,1033,95.6,14,0,28,34,0,39,0,174,27,28,49.1
"438","Riccardo Improta",348400,26,"M","Italy","benevento",34,23,2335,25.9,1,0,1,0,0,7,0,0.04,0,0.04,0.04,0.04,36,6,16.7,1.39,0.23,0.03,0.17,18,0,685,946,72.4,11812,5167,340,397,85.6,257,327,78.6,71,156,45.5,1.7,22,66,34,17,108,51,1.97,42,2,2,4,1,0,4,0.15,4,0,0,0,0,0,39,23,23,11,5,14,38,36.8,24,378,97,25.7,169,150,59,35,5,0,30,33,72,47,0,1235,72,316,580,441,57,1141,20,31,64.5,21,0,777,4620,2685,111,44,8,25,37,1002,800,79.8,93,0,24,55,2,62,1,161,51,48,51.5
