"","Yearly.Salary","Player.Name","Position","Nationality","team.y","Age","X90s","goal.90","PKatt","CrdY","CrdR","G.PK","SoT.","Sh.90","SoT.90","G.Sh","Dist","FK","total.completed","X.total..completed.","short.","X.medium","long..","SCA90","PassDead","Drib","Sh.y","Fld","Def","GCA","GCA90","TklW","Att.3rd.x","Past","Press.att","Pass","Err","Def.Pen","X.Pl","Megs","CPA","Mis","X2CrdY","Off","Crs","Won","Lost","Won.","PK"
"326",1040000,"Lyanco","D","Brazil","torino",23,21.8,0,0,8,"No",0,25,0.55,0.14,0,19.6,0,1078,86.4,94,93.6,68.8,0.6,0,0,0,"Equal and under",0,1,0.05,11,2,11,8,22,1,257,18,0,1,6,0,0,5,43,29,59.7,"No"
"327",520000,"M'Bala Nzola","ST","France","spezia-calcio",23,21.1,11,4,5,"No",0.33,35,1.9,0.66,0.18,13.6,0,409,85,88,82.5,97.8,2.28,0,6,7,"Equal and under",2,7,0.33,8,4,3,190,23,0,21,23,1,13,88,0,26,3,30,106,22.1,"Yes"
"328",1820000,"Manolo Gabbiadini","ST","Italy","u.c.-sampdoria",28,9.7,3,1,1,"No",0.21,46.4,2.9,1.34,0.07,18.6,2,165,73.3,75.4,79.7,66.7,2.69,1,2,3,"Equal and under",1,7,0.72,3,1,4,59,2,0,6,5,1,5,16,0,4,6,10,25,28.6,"Yes"
"329",150800,"Manolo Portanova","M","Italy","genoa-cfc",20,0.7,0,0,0,"No",0,27.6685952120389,1.20084607286245,1.36,0,68.3,0,17,77.3,83.3,83.3,66.7,1.90036636237207,0,1,0,"Equal and under",0,1,0.248590536246339,1,1,2,9,1,1,4,1,0,0,2,0,0,0,0,6,0,"No"
"330",150800,"Manolo Portanova","M","Italy","juventus",20,0.8,0,0,1,"No",0,27.6685952120389,1.20084607286245,2.57,0,20.5,1,21,91.3,100,80,100,1.90036636237207,0,0,0,"Equal and under",0,0,0.248590536246339,2,1,1,5,2,0,1,0,0,0,0,0,0,0,1,0,100,"No"
"332",2340000,"Manuel Lazzari","D","Italy","lazio",25,29,2,0,2,"Yes",0.07,25,0.83,0.21,0.08,19.1,0,950,80.5,87.6,82.6,56.5,2.14,2,2,3,"Equal and under",1,8,0.28,15,5,28,69,36,0,47,32,1,24,31,0,2,91,17,21,44.7,"No"
"333",1144000,"Manuel Locatelli","M","Italy","u.s.-sassuolo",22,32,4,2,9,"No",0.06,22,1.28,0.28,0.05,21,6,2436,87.5,93.2,90.5,70.9,2.68,4,1,2,"Over",2,10,0.31,52,15,31,80,40,1,163,26,0,9,28,0,1,34,53,44,54.6,"Yes"
"334",1872000,"Marash Kumbulla","D","Albania","as-roma",20,15.1,1,0,8,"No",0.07,33.3,0.4,0.13,0.17,6.9,0,720,89.9,94.4,94.6,73.6,0.46,0,0,1,"Equal and under",0,0,0,10,1,13,11,12,0,83,2,0,0,5,0,0,1,32,14,69.6,"No"
"335",5928000,"Marcelo Brozovic","M","Croatia","fc-internazionale-milano",27,28.7,2,0,9,"Yes",0.07,22.2,0.94,0.21,0.07,21.9,1,2000,88,92.1,92.2,77.8,3,20,1,1,"Equal and under",2,10,0.35,36,8,43,92,31,0,131,12,1,2,20,1,0,26,29,29,50,"No"
"337",2184000,"Marco Parolo","M","Italy","lazio",34,7.3,0,0,5,"No",0,14.3,0.96,0.14,0,13.7,0,292,82.5,84.8,88.3,74.2,1.24,0,0,0,"Equal and under",0,2,0.28,7,4,17,39,16,0,45,3,0,0,6,0,1,0,19,17,52.8,"No"
"338",1144000,"Marco Sau","ST","Italy","benevento",32,8.7,4,1,1,"Yes",0.34,50,1.15,0.57,0.3,16.3,1,185,70.1,82.8,74.7,42.9,3.55,10,0,1,"Equal and under",0,4,0.46,3,2,13,40,8,0,4,7,0,3,18,0,1,16,8,18,30.8,"Yes"
"341",6084000,"Mario Mandzukic","ST","Croatia","ac-milan",34,2.4,0,0,1,"No",0,60,2.12,1.27,0,9.2,0,37,64.9,66.7,81.3,33.3,1.7,0,0,0,"Equal and under",0,0,0,5,1,1,27,0,0,4,0,0,0,1,0,2,2,13,12,52,"No"
"342",1664000,"Mario Pasalic","M","Croatia","atalanta",25,12.5,6,0,2,"No",0.48,63.2,1.52,0.96,0.32,12.9,0,573,85.9,86.7,90.3,81.3,3.93,0,4,3,"Equal and under",2,7,0.56,16,3,10,64,11,0,13,16,0,12,19,0,1,8,19,20,48.7,"No"
"343",3484000,"Mario Rui","D","Portugal","napoli",29,18.5,0,0,4,"No",0,10.5,1.02,0.11,0,22.7,2,1126,81.5,92.1,86.4,52.4,2.8,8,1,1,"Equal and under",0,6,0.32,19,0,17,34,30,0,68,15,1,3,18,0,3,56,11,13,45.8,"No"
"344",3328000,"Marko Pjaca","ST","Croatia","genoa-cfc",25,15.8,3,0,0,"No",0.19,36.7,1.9,0.7,0.1,16.6,0,426,83.9,87.5,85.3,73.5,2.48,0,3,0,"Equal and under",2,4,0.25,11,5,8,79,11,0,12,28,3,13,36,0,2,8,13,50,20.6,"No"
"345",2496000,"Marko Rog","M","Croatia","cagliari",25,12.9,0,0,2,"No",0,25,0.62,0.15,0,25.1,0,540,87.5,90.5,90.8,77.8,1.7,1,0,0,"Equal and under",1,1,0.08,25,3,19,57,15,0,30,22,1,2,15,0,0,6,8,14,36.4,"No"
"346",988000,"Marlon","D","Brazil","u.s.-sassuolo",24,19.4,0,0,6,"Yes",0,40,0.26,0.1,0,8.4,0,1537,96.2,96.4,97.6,91.8,0.62,1,0,0,"Equal and under",1,0,0,19,2,5,11,18,1,186,5,0,0,1,1,0,0,39,27,59.1,"No"
"347",1664000,"Marten de Roon","M","Holland","atalanta",29,33.6,1,0,8,"Yes",0.03,16.7,0.54,0.09,0.06,25.5,0,1869,87,91.1,91.1,72.4,2.06,4,0,0,"Equal and under",3,7,0.21,67,15,61,125,38,0,86,14,1,3,13,0,0,13,74,48,60.7,"No"
"348",1976000,"Martin Caceres","D","Uruguay","acf-fiorentina",33,24.9,2,0,4,"No",0.08,40,0.6,0.24,0.13,15.3,0,824,79.5,87.9,85.9,62.7,0.88,3,0,1,"Equal and under",0,4,0.16,13,0,20,23,17,1,105,3,1,0,6,0,0,31,21,26,44.7,"No"
"349",202800,"Martin Erlic","D","Croatia","spezia-calcio",22,20,3,0,6,"No",0.15,33.3,0.45,0.15,0.33,11,0,890,85.6,85,91.4,78.2,0.2,0,0,0,"Equal and under",0,1,0.05,18,0,6,8,13,4,143,4,0,0,0,0,0,1,50,36,58.1,"No"
"350",12116,"Martin Palumbo","M","Norway","udinese",18,0.7,0,0,0,"No",0,0,0,0,0,0,0,6,50,66.7,60,50,1.43,0,0,0,"Equal and under",0,0,0,0,1,1,4,5,0,0,0,0,0,0,0,0,2,0,0,0,"No"
"351",728000,"Marvin Zeegelaar","D","Holland","udinese",29,19.3,1,0,6,"No",0.05,11.1,0.47,0.05,0.11,14,0,604,77.7,83.4,83.3,53.5,1.14,0,4,3,"Equal and under",1,0,0,26,0,15,37,26,0,63,25,1,2,24,0,4,34,32,26,55.2,"No"
"352",4160000,"Matias Vecino","M","Uruguay","fc-internazionale-milano",28,3.1,1,0,0,"No",0.32,60,1.59,0.95,0.2,15.4,0,108,88.5,91.8,87.2,90,2.54,0,0,0,"Equal and under",0,2,0.64,1,2,4,11,7,0,6,2,0,0,5,0,0,2,2,5,28.6,"No"
"353",1144000,"Mato Jajalo","M","Bosnia & Herzegovina","udinese",32,0.4,0,0,0,"No",0,0,0,0,0,0,0,23,79.3,93.3,80,33.3,0,0,0,0,"Equal and under",0,0,0,2,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,"No"
"354",2028000,"Matteo Darmian","D","Italy","fc-internazionale-milano",30,12.9,3,0,4,"No",0.23,55.6,0.7,0.39,0.33,13.8,0,421,81,86.9,86.1,60.9,1.94,1,1,0,"Equal and under",2,4,0.31,13,8,15,49,14,0,39,2,0,6,5,0,2,28,18,11,62.1,"No"
"355",2028000,"Matteo Darmian","D","Italy","parma-calcio-1913",30,2.3,0,0,1,"No",0,0,0,0,0,0,0,78,78,93.8,86,38.5,0.43,0,0,0,"Equal and under",0,0,0,3,0,5,1,3,0,9,1,0,0,1,0,0,0,2,2,50,"No"
"356",988000,"Matteo Gabbia","D","Italy","ac-milan",20,6.2,0,0,2,"No",0,0,0.81,0,0,13.2,0,331,92.7,93.2,95.7,86.7,0.48,0,0,0,"Equal and under",0,0,0,4,0,1,3,4,0,62,0,0,0,1,0,0,0,22,8,73.3,"No"
"357",150800,"Matteo Lovato","D","Italy","hellas-verona",20,15.4,0,0,5,"No",0,0,0.06,0,0,7.6,0,513,81.2,84.2,87.1,67.4,0.58,0,0,0,"Equal and under",0,0,0,18,2,10,9,17,2,91,3,0,0,6,0,0,3,56,33,62.9,"No"
"358",254800,"Matteo Pessina","M","Italy","atalanta",23,18.3,2,0,2,"No",0.11,45.5,1.2,0.55,0.09,14.7,0,797,83.7,87.1,88.7,68.4,2.95,0,1,3,"Equal and under",1,9,0.49,12,4,19,105,25,0,21,18,1,7,36,0,1,14,20,32,38.5,"No"
"359",2652000,"Matteo Politano","M","Italy","napoli",26,21.2,9,0,3,"No",0.42,32.3,2.92,0.94,0.15,18.8,1,656,75.8,85.9,81,49.6,4.29,13,14,3,"Over",1,13,0.61,14,2,29,87,19,0,24,42,0,32,37,0,0,45,6,19,24,"No"
"360",358800,"Matteo Ricci","M","Italy","spezia-calcio",26,24.8,0,0,5,"No",0,23.8,0.85,0.2,0,25.6,3,1418,85.2,88.4,91.8,74.5,1.74,5,0,1,"Equal and under",1,3,0.12,32,3,37,45,34,0,47,11,0,2,8,0,0,10,21,16,56.8,"No"
"361",202800,"Matteo Tramoni","M","France","cagliari",20,0.8,0,0,1,"No",0,0,1.22,0,0,22.6,0,10,76.9,85.7,100,50,0,0,0,0,"Equal and under",0,0,0,2,1,1,9,9,0,1,0,0,0,2,0,0,0,0,2,0,"No"
"362",11128000,"Matthijs de Ligt","D","Holland","juventus",20,24.7,1,0,4,"No",0.04,31.6,0.77,0.24,0.05,11.4,0,1587,93.2,94,96.5,84,1.01,1,1,3,"Equal and under",0,5,0.2,19,1,7,12,23,0,264,6,0,0,6,0,1,5,65,30,68.4,"No"
"363",780000,"Mattia Bani","D","Italy","genoa-cfc",26,10.2,0,0,4,"No",0,20,0.49,0.1,0,8.9,0,438,84.6,87.3,91.5,72.8,0.29,0,0,0,"Equal and under",1,0,0,8,0,6,8,17,1,106,1,0,0,0,0,1,0,40,25,61.5,"No"
"364",780000,"Mattia Bani","D","Italy","parma-calcio-1913",26,12.7,0,0,6,"No",0,25,0.63,0.16,0,8.7,0,639,90.8,89.4,96.9,78.5,0.39,0,0,1,"Equal and under",0,1,0.08,11,1,4,8,9,0,143,1,0,0,0,0,0,3,42,21,66.7,"No"
"365",3692000,"Mattia Caldara","D","Italy","atalanta",26,1.2,0,0,1,"No",0,0,1.62,0,0,10,0,50,92.6,92.9,100,94.4,0,0,0,0,"Equal and under",0,0,0,2,0,0,3,4,0,6,0,0,0,0,0,0,1,5,6,45.5,"No"
"366",884000,"Mattia Destro","ST","Italy","genoa-cfc",29,17.8,11,0,5,"No",0.62,60.5,2.13,1.29,0.29,12,0,192,70.3,78.1,57.6,66.7,0.9,0,3,2,"Equal and under",2,1,0.06,7,5,7,136,15,0,9,25,2,6,49,0,23,4,32,77,29.4,"No"
"368",728000,"Mattia Sprocati","ST","Italy","parma-calcio-1913",27,0.2,0,0,0,"No",0,0,0,0,0,0,0,5,80.0822744566521,100,100,0,0,0,0,0,"Equal and under",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"369",780000,"Mattia Zaccagni","M","Italy","hellas-verona",25,29,5,1,6,"No",0.14,40,1.03,0.41,0.13,18.2,1,671,69.2,77.7,68.6,58,3,3,3,5,"Over",2,15,0.52,24,6,19,127,27,1,31,74,7,32,67,0,11,71,53,62,46.1,"Yes"
"370",780000,"Mattias Svanberg","M","Sweden","bologna-fc-1909",21,20.6,5,0,8,"Yes",0.24,29.8,2.77,0.83,0.09,21.2,1,526,80.3,84.8,85.2,70.5,2.38,1,5,4,"Equal and under",2,6,0.29,17,8,32,57,30,0,42,21,1,2,15,1,0,3,19,20,48.7,"No"
"371",780000,"Maxime Busi","D","Belgium","parma-calcio-1913",20,13.3,0,0,3,"No",0,12.5,0.6,0.08,0,17.7,0,658,83.3,90.9,88.2,63.2,1.36,0,1,1,"Equal and under",1,2,0.15,12,0,17,24,29,1,42,13,2,3,14,0,1,20,14,22,38.9,"No"
"372",1248000,"Maxime Lopez","M","France","u.s.-sassuolo",22,20.7,2,0,7,"No",0.1,36.4,0.53,0.19,0.18,18,0,1589,92.4,96,94.7,74.9,2.7,5,4,0,"Equal and under",1,5,0.24,19,3,26,73,13,0,47,18,2,3,15,0,0,12,4,10,28.6,"No"
"373",780000,"Maximiliano Olivera","D","Uruguay","acf-fiorentina",28,1,0,0,0,"No",0,0,0,0,0,0,0,27,93.1,85.7,90.9,100,0,0,0,0,"Equal and under",0,0,0,1,0,0,2,1,0,6,0,0,0,0,0,0,0,1,2,33.3,"No"
"374",1352000,"Maya Yoshida","D","Japan","u.c.-sampdoria",31,25.3,1,0,5,"No",0.04,16.7,0.47,0.08,0.08,8.4,0,1012,85.3,88.6,94.4,67.9,0.47,0,0,1,"Equal and under",1,2,0.08,15,0,9,10,21,2,289,3,0,0,3,0,0,0,60,27,69,"No"
"375",988000,"Mehdi Bourabia","M","Morocco","u.s.-sassuolo",28,5.9,1,0,2,"No",0.17,33.3,1.53,0.51,0.11,20.9,3,315,84.5,92.7,85.7,64.1,1.19,0,2,0,"Equal and under",0,1,0.17,6,1,5,15,12,0,29,9,0,1,4,0,0,2,12,3,80,"No"
"376",462800,"Mehdi Leris","M","France","u.c.-sampdoria",22,4.3,0,0,1,"No",0,50,0.47,0.23,0,14.6,0,184,78,89.3,80.3,50,3.03,1,0,0,"Equal and under",1,1,0.23,9,3,9,31,15,0,20,5,0,5,12,0,0,11,9,9,50,"No"
"377",936000,"Mergim Vojvoda","D","Kosovo","torino",25,15.1,2,0,4,"No",0.13,50,0.4,0.2,0.33,11.5,0,598,77.5,86.3,79,51,0.99,1,0,0,"Equal and under",0,4,0.26,13,0,13,33,28,2,59,13,1,1,12,0,0,56,10,9,52.6,"No"
"378",3016000,"Merih Demiral","D","Turkey","juventus",22,10.4,0,0,1,"No",0,28.6,0.67,0.19,0,10.3,0,592,93.1,93.3,97.4,79,0.57,0,0,2,"Equal and under",0,1,0.1,11,0,6,8,10,0,111,3,0,0,1,0,2,0,25,8,75.8,"No"
"379",1352000,"Mert Cetin","D","Turkey","hellas-verona",23,4.6,0,0,1,"No",0,0,0.43,0,0,9.2,0,149,79.7,70.9,87.8,76.1,0.22,0,1,0,"Equal and under",0,1,0.22,4,1,3,1,4,2,27,3,0,0,1,0,0,1,20,9,69,"No"
"380",520000,"Mert Muldur","D","Turkey","u.s.-sassuolo",21,18.6,0,0,2,"No",0,6.7,0.81,0.05,0,16.5,0,817,79.9,86.7,82.4,59,1.18,1,0,0,"Equal and under",0,1,0.05,18,5,30,39,27,0,67,24,2,7,11,0,0,40,17,23,42.5,"No"
"381",780000,"Miguel Veloso","M","Portugal","hellas-verona",34,14.6,2,2,1,"No",0,20,0.68,0.14,0,27.1,2,649,78.2,84.4,85.4,56.6,1.57,2,1,0,"Equal and under",0,3,0.21,15,4,23,21,23,0,44,13,2,1,8,0,0,14,28,18,60.9,"Yes"
"382",1560000,"Miha Zajc","M","Slovenia","genoa-cfc",26,20.7,1,0,4,"No",0.05,21.1,0.92,0.19,0.05,18.1,3,849,80.9,91.8,86.6,51,1.93,8,5,2,"Equal and under",1,4,0.19,24,7,27,83,29,0,30,27,2,5,34,0,4,19,16,31,34,"No"
"383",150800,"Mikkel Damsgaard","M","Denmark","u.c.-sampdoria",20,19.7,2,0,3,"No",0.1,33.3,1.22,0.41,0.08,18.9,3,528,70.8,83.6,70.3,44.9,2.94,4,4,3,"Equal and under",3,10,0.51,28,8,58,165,39,0,18,53,1,14,43,0,3,35,22,33,40,"No"
"384",2340000,"Milan Badelj","M","Croatia","genoa-cfc",31,26.8,1,0,7,"No",0.04,23.5,0.64,0.15,0.06,23.7,0,1298,81.4,88.2,85.9,68.6,1.98,1,0,0,"Equal and under",3,6,0.22,46,8,64,73,50,0,96,29,0,1,20,0,1,12,18,14,56.3,"No"
"385",5044000,"Milan Skriniar","D","Slovakia","fc-internazionale-milano",25,30.9,3,0,1,"No",0.1,40,0.49,0.19,0.2,8.6,0,2027,92.4,95.5,95,78.1,0.62,0,0,3,"Equal and under",0,0,0,28,4,14,26,29,2,273,6,1,0,16,0,0,3,38,35,52.1,"No"
"386",520000,"Milos Vulic","M","Serbia","crotone",23,14.5,1,0,2,"No",0.07,22.2,1.24,0.28,0.06,22.5,1,453,79.6,87.9,82.8,56.1,2.76,4,2,0,"Equal and under",2,4,0.28,11,8,9,44,13,1,17,14,1,3,29,0,1,16,17,14,54.8,"No"
"387",1300000,"Mitchell Dijks","D","Holland","bologna-fc-1909",27,16.5,0,0,7,"Yes",0,0,0.12,0,0,14.5,0,620,76.8,87.5,78.8,48.3,1.03,2,0,0,"Equal and under",1,0,0,17,3,9,40,26,0,53,31,5,4,18,1,1,33,12,17,41.4,"No"
"388",624000,"Morten Thorsby","M","Norway","u.c.-sampdoria",24,29.4,3,0,10,"No",0.1,37.5,0.82,0.31,0.13,8.9,0,761,75.9,83.5,75,56.6,1.46,0,0,3,"Equal and under",5,3,0.1,58,9,39,133,47,0,69,12,1,6,29,0,2,8,156,135,53.6,"No"
"389",410800,"Musa Barrow","ST","The Gambia","bologna-fc-1909",21,32.5,8,1,0,"No",0.25,42.2,2.77,1.17,0.09,20,6,838,71.3,83.4,76.3,49.4,3.27,13,8,9,"Equal and under",0,11,0.34,8,6,23,196,40,0,24,45,2,26,98,0,12,68,28,77,26.7,"Yes"
"390",410800,"Musa Juwara","ST","The Gambia","bologna-fc-1909",18,0.5,0,0,1,"No",0,27.4911050452131,1.96,1.96,0,22.8,0,22,68.8,90,68.8,40,0,0,0,0,"Equal and under",0,0,0,0,0,1,1,0,0,1,2,0,1,0,0,0,2,0,0,0,"No"
"391",2184000,"Nahitan Nandez","M","Uruguay","cagliari",24,30.4,2,0,8,"Yes",0.07,43.8,1.05,0.46,0.06,17.7,0,932,75.5,86.6,78.4,48.5,2.4,2,7,4,"Equal and under",1,13,0.43,39,10,44,118,31,0,73,38,1,16,43,0,8,86,44,59,42.7,"No"
"392",358800,"Nahuel Estevez","M","Argentina","spezia-calcio",24,19.6,0,0,7,"No",0,33.3,1.22,0.41,0,19.3,2,677,74.6,85.9,81.6,50.5,2.39,8,0,6,"Equal and under",0,9,0.46,13,3,30,74,20,0,34,12,0,4,23,0,0,51,15,23,39.5,"No"
"393",358800,"Niccolo Zanellato","M","Italy","crotone",22,18.2,1,0,3,"No",0.05,20,0.27,0.05,0.2,19.9,0,608,80.6,81.3,87.4,69.7,1.32,2,0,0,"Equal and under",0,3,0.16,21,1,22,34,15,1,41,14,0,0,16,0,1,8,27,21,56.3,"No"
"394",1144000,"Nicola Murru","D","Italy","torino",25,6.3,0,0,0,"No",0,20,0.79,0.16,0,16.2,0,237,67.5,87.7,75,32.5,1.42,0,2,1,"Equal and under",0,1,0.16,11,4,4,27,20,0,24,4,0,3,4,0,0,21,10,11,47.6,"No"
"395",2652000,"Nicola Sansone","ST","Italy","bologna-fc-1909",28,13,2,0,2,"No",0.15,41.9,2.39,1,0.06,16.8,3,409,77,86.3,82.3,55.4,4.16,8,1,1,"Over",1,3,0.23,14,5,17,58,19,1,16,30,2,18,27,0,3,22,6,25,19.4,"No"
"396",150800,"Nicola Zalewski","M","Poland","as-roma",18,0.1,0,0,0,"No",0,0,0,0,0,0,0,5,71.4,0,50,100,1.89690877898579,0,0,0,"Equal and under",0,1,0.246781691534584,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"397",936000,"Nicolas Dominguez","M","Argentina","bologna-fc-1909",22,13.9,1,0,8,"No",0.07,27.8,1.29,0.36,0.06,18.2,0,615,86.1,90.1,85.7,77.4,3.16,1,2,2,"Equal and under",4,0,0,35,4,17,50,24,0,48,9,1,2,17,0,1,11,24,24,50,"No"
"398",2496000,"Nicolas Nkoulou","D","Cameroon","torino",30,15.1,1,0,5,"No",0.07,33.3,0.2,0.07,0.33,8.3,0,610,87,93,94,66.7,0.46,1,0,0,"Equal and under",0,0,0,8,0,7,0,19,1,185,3,0,0,3,0,0,0,35,38,47.9,"No"
"399",358800,"Nicolas Schiappacasse","ST","Uruguay","u.s.-sassuolo",21,0.2,0,0,0,"No",0,0,0,0,0,0,0,1,80.0405182186157,0,0,0,0,0,0,0,"Equal and under",0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,1,0,"No"
"400",1196000,"Nicolas Viola","M","Italy","benevento",30,11.5,5,4,1,"No",0.09,28.6,1.22,0.35,0.07,27.1,2,342,66.9,87.3,74.4,40.3,2.52,6,2,1,"Equal and under",0,5,0.43,10,4,19,25,9,0,22,12,2,2,13,0,0,14,8,13,38.1,"Yes"
"401",4160000,"Nicolo Barella","M","Italy","fc-internazionale-milano",23,32.2,3,0,5,"No",0.09,25,1.12,0.28,0.08,20.4,0,1605,83,90.6,85.6,64.5,2.89,1,3,3,"Equal and under",1,12,0.37,41,8,44,141,38,0,46,42,0,14,41,0,2,50,33,24,57.9,"No"
"402",98800,"Nicolo Fagioli","M","Italy","juventus",19,0.2,0,0,0,"No",0,0,0,0,0,0,0,17,94.4,100,100,0,1.86658783302979,0,0,0,"Equal and under",0,0,0,0,0,0,1,1,0,2,2,0,0,0,0,0,0,0,2,0,"No"
"404",1664000,"Nicolo Rovella","M","Italy","genoa-cfc",18,13.2,0,0,4,"No",0,18.2,0.83,0.15,0,21,2,700,85,90.6,91.5,68.3,2.27,3,1,0,"Equal and under",0,2,0.15,16,3,16,35,25,0,48,9,0,2,12,0,0,13,5,13,27.8,"No"
"405",2028000,"Nikola Kalinic","ST","Croatia","hellas-verona",32,11.8,2,0,2,"No",0.17,30.4,1.95,0.59,0.09,11.6,0,162,69.8,78.3,74.3,57.1,1.27,0,0,2,"Equal and under",0,2,0.17,1,0,3,90,4,0,6,7,1,3,31,0,10,2,18,58,23.7,"No"
"406",1976000,"Nikola Maksimovic","D","Serbia","napoli",28,13.4,0,0,1,"No",0,20,0.37,0.07,0,7.6,0,888,93.8,93.8,97,88.5,0.6,0,0,0,"Equal and under",0,0,0,6,1,9,4,11,1,169,4,0,1,3,0,0,1,37,13,74,"No"
"407",1300000,"Nikola Milenkovic","D","Serbia","acf-fiorentina",22,33.7,3,0,7,"Yes",0.09,45,0.59,0.27,0.15,12.1,0,1443,87.1,88.9,91.2,78.1,0.53,0,1,3,"Equal and under",0,3,0.09,40,2,11,26,20,0,246,9,0,1,9,0,0,3,117,35,77,"No"
"408",1560000,"Omar Colley","D","The Gambia","u.c.-sampdoria",27,28.8,2,0,6,"No",0.07,25,0.42,0.1,0.17,9.4,0,1087,82,85.7,92.2,61.5,0.14,0,0,0,"Equal and under",0,0,0,24,2,11,8,17,2,270,1,0,0,3,0,1,5,81,45,64.3,"No"
"409",780000,"Paolo Farago","D","Italy","bologna-fc-1909",27,0.3,0,0,0,"No",0,0,1.18954982998137,0,0,11.7,0,11,84.6,75,100,100,1.86150730437786,0,0,0,"Equal and under",0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,1,0,0,0,"No"
"410",780000,"Paolo Farago","D","Italy","cagliari",27,4.1,0,0,2,"No",0,0,1.18954982998137,0,0,16.9,0,187,83.1,97.7,81.7,57.1,1.86150730437786,0,0,0,"Equal and under",0,0,0,3,0,12,14,4,0,27,3,0,1,2,0,0,7,7,4,63.6,"No"
"411",988000,"Paolo Ghiglione","D","Italy","genoa-cfc",23,15.1,0,0,4,"No",0,20,0.66,0.13,0,22.1,0,401,67.4,88,71.9,40.2,2.12,6,1,0,"Equal and under",1,6,0.4,15,1,18,38,23,0,47,6,0,8,19,0,3,55,17,19,47.2,"No"
"412",1144000,"Pasquale Schiattarella","M","Italy","benevento",33,25,1,0,13,"Yes",0.04,66.7,0.36,0.24,0.11,16.3,0,1116,81.2,89.2,85.8,63.2,2.04,1,1,1,"Equal and under",1,1,0.04,35,1,26,18,23,1,69,16,0,1,20,0,1,6,12,8,60,"No"
"413",1560000,"Patric","D","Spain","lazio",26,17.7,0,0,8,"No",0,0,0.39,0,0,21,0,1044,86.9,90.4,93.1,74.5,1.58,0,0,1,"Equal and under",1,5,0.28,13,4,15,30,20,1,123,2,0,1,7,0,2,20,16,17,48.5,"No"
"415",12324000,"Paulo Dybala","ST","Argentina","juventus",26,12.6,4,0,0,"No",0.32,28.8,4.13,1.19,0.08,18.7,5,578,82,91.2,84.9,59.5,4.93,10,5,5,"Over",0,3,0.24,11,5,10,96,16,0,3,27,3,12,37,0,4,24,1,11,8.3,"No"
"416",405600,"Pawel Dawidowicz","D","Poland","hellas-verona",25,20.7,0,0,9,"No",0,25,0.77,0.19,0,10.6,0,754,85.6,92.6,87.8,68.1,0.48,0,1,3,"Equal and under",1,0,0,30,3,13,21,18,0,139,5,1,0,7,0,2,5,54,41,56.8,"No"
"417",4108000,"Pedro","ST","Spain","as-roma",32,17.7,5,0,5,"Yes",0.28,35.7,2.38,0.85,0.12,18.1,0,515,78.3,82.6,82.9,62.8,3.73,4,4,3,"Equal and under",2,8,0.45,21,7,24,93,11,0,8,28,2,11,37,1,7,29,2,15,11.8,"No"
"418",1144000,"Pedro Obiang","M","Eq. Guinea","u.s.-sassuolo",28,16.3,0,0,4,"Yes",0,33.3,0.92,0.31,0,23.4,0,803,88.6,91.7,90.7,72.7,1.29,0,0,0,"Equal and under",0,2,0.12,27,5,22,64,25,1,65,12,0,0,9,0,0,4,31,23,57.4,"No"
"419",468000,"Pedro Pereira","D","Portugal","crotone",22,28.3,0,0,6,"No",0,38.5,0.46,0.18,0,23.3,2,700,76,85.9,77.7,57.6,1.27,1,1,0,"Equal and under",1,7,0.25,37,8,12,76,50,0,93,21,3,5,32,0,5,49,24,36,40,"No"
"420",1144000,"Perparim Hetemaj","M","Finland","benevento",33,24.6,0,0,5,"No",0,25,0.49,0.12,0,18.9,0,674,76.8,84.5,83.2,55.2,1.18,1,0,0,"Equal and under",0,3,0.12,37,4,41,70,44,0,37,14,3,0,27,0,1,35,17,39,30.4,"No"
"421",145600,"Petar Micin","M","Serbia","udinese",21,0.2,0,0,0,"No",0,0,0,0,0,0,0,8,88.9,100,80,100,0,0,0,0,"Equal and under",0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"423",780000,"Pierre Kalulu","D","France","ac-milan",20,8.1,1,0,1,"No",0.12,33.3,0.37,0.12,0.33,6.7,0,427,85.6,92.2,90.2,54.1,0.99,0,0,1,"Equal and under",0,1,0.12,13,3,4,16,10,0,66,3,0,2,2,0,0,12,10,18,35.7,"No"
"425",5928000,"Piotr Zielinski","M","Poland","napoli",26,28,8,0,2,"No",0.29,41,2.18,0.89,0.13,18.4,0,1037,82.8,88.2,85.4,67.9,3.92,13,7,7,"Over",2,23,0.82,15,4,12,98,18,0,30,55,13,14,46,0,7,45,4,13,23.5,"No"
"426",1768000,"Rade Krunic","M","Bosnia & Herzegovina","ac-milan",26,8,1,0,3,"No",0.12,62.5,1,0.62,0.13,21.3,1,237,86.8,93.6,83,62.5,2.24,0,0,0,"Equal and under",1,5,0.62,14,2,17,26,12,0,15,6,0,3,7,0,2,2,10,14,41.7,"No"
