"","Yearly.Salary","Player.Name","Position","Nationality","team.y","Age","X90s","goal.90","PKatt","CrdY","CrdR","G.PK","SoT.","Sh.90","SoT.90","G.Sh","Dist","FK","total.completed","X.total..completed.","short.","X.medium","long..","SCA90","PassDead","Drib","Sh.y","Fld","Def","GCA","GCA90","TklW","Att.3rd.x","Past","Press.att","Pass","Err","Def.Pen","X.Pl","Megs","CPA","Mis","X2CrdY","Off","Crs","Won","Lost","Won.","PK"
"427",7592000,"Radja Nainggolan","M","Belgium","cagliari",32,20.5,1,0,5,"No",0.05,12.2,1.18480999698339,0.29,0.02,24.5,0,636,76,79.2,82.4,70.6,1.84880922179663,2,4,3,"Equal and under",1,4,0.2,34,6,21,38,19,1,34,32,0,6,24,0,0,51,16,18,47.1,"No"
"428",7592000,"Radja Nainggolan","M","Belgium","fc-internazionale-milano",32,0.5,0,0,0,"No",0,0,1.18480999698339,0,0,21.9,0,33,86.8,89.5,92.9,66.7,1.84880922179663,0,0,0,"Equal and under",0,0,0,2,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,"No"
"430",1820000,"Rafael Leao","ST","Portugal","ac-milan",21,21.4,6,0,5,"No",0.28,46.5,2.01,0.94,0.14,15.8,0,358,72,79.6,70.8,60.5,2.53,0,9,2,"Over",1,7,0.33,9,2,12,118,26,0,16,35,1,32,55,0,4,35,49,57,46.2,"No"
"431",1612000,"Rafael Toloi","D","Brazil","atalanta",29,28.2,2,0,9,"No",0.07,29.6,0.96,0.28,0.07,12.8,0,1378,83.7,93.7,87,61.5,1.31,0,1,0,"Equal and under",2,1,0.04,33,5,26,47,38,1,118,13,0,4,15,0,1,20,57,21,73.1,"No"
"432",1612000,"Ragnar Klavan","D","Estonia","cagliari",34,8.6,0,0,1,"No",0,16.7,0.7,0.12,0,16.9,0,338,85.6,85.3,93.1,72,0.35,0,0,0,"Equal and under",1,0,0,5,1,3,4,8,0,76,0,0,0,1,0,0,0,10,16,38.5,"No"
"433",1612000,"Razvan Marin","M","Romania","cagliari",24,32.9,3,0,6,"No",0.09,35.7,0.85,0.3,0.11,23,1,1390,81.7,88.9,89,58.6,2.97,38,1,1,"Equal and under",2,7,0.21,49,9,27,74,23,0,54,34,2,12,31,0,3,46,15,22,40.5,"No"
"434",1248000,"Remo Freuler","M","Switzerland","atalanta",28,30.1,2,0,5,"No",0.07,28.6,0.7,0.2,0.1,16.1,0,1876,88.3,92,91.1,75.7,2.59,2,5,2,"Equal and under",4,11,0.37,56,13,49,163,48,0,51,40,1,9,35,0,1,18,27,29,48.2,"No"
"435",2444000,"Ricardo Rodriguez","D","Switzerland","torino",27,13.8,0,0,1,"No",0,15.4,0.95,0.15,0,25.8,8,612,84.3,94.4,87.8,58.1,1.16,1,0,2,"Equal and under",0,3,0.22,15,3,9,10,24,1,60,8,0,0,5,0,0,10,18,13,58.1,"No"
"436",572000,"Riccardo Calafiori","D","Italy","as-roma",18,0.7,0,0,2,"No",0,0,0,0,0,0,0,35,77.8,84.2,85.7,100,0,0,0,0,"Equal and under",0,0,0,2,0,3,4,3,0,2,0,0,0,3,0,0,0,3,1,75,"No"
"437",676000,"Riccardo Gagliolo","D","Sweden","parma-calcio-1913",30,21.7,2,0,6,"No",0.09,15,0.92,0.14,0.1,12.4,0,1082,80.7,89,86.8,64,1.61,0,0,1,"Equal and under",2,3,0.14,29,5,17,23,38,0,151,11,1,2,10,0,0,39,27,28,49.1,"No"
"438",348400,"Riccardo Improta","M","Italy","benevento",26,25.9,1,0,7,"No",0.04,16.7,1.39,0.23,0.03,18,0,685,72.4,85.6,78.6,45.5,1.97,2,2,4,"Equal and under",0,4,0.15,23,5,24,59,30,0,72,21,0,8,25,0,2,62,51,48,51.5,"No"
"439",416000,"Riccardo Marchizza","D","Italy","spezia-calcio",22,17.3,0,0,4,"No",0,0,0.4,0,0,17.1,0,769,79.6,89.5,88.1,61.5,1.38,7,0,0,"Equal and under",0,3,0.17,12,3,8,36,16,0,49,11,1,4,18,0,4,40,27,16,62.8,"No"
"440",1768000,"Riccardo Orsolini","M","Italy","bologna-fc-1909",23,19.5,7,3,0,"No",0.21,34,2.72,0.92,0.08,18.2,10,482,66.5,79.5,70,49,3.44,15,7,7,"Over",2,9,0.46,10,6,25,103,21,0,28,43,4,14,39,0,7,36,23,27,46,"Yes"
"441",1612000,"Riccardo Saponara","ST","Italy","acf-fiorentina",28,0.6,0,0,0,"No",0,0,0,0,0,0,0,38,90.5,92,92.3,75,1.73,0,0,0,"Equal and under",0,0,0,1,0,2,3,1,0,0,0,0,0,1,0,0,0,1,1,50,"No"
"442",1612000,"Riccardo Saponara","ST","Italy","spezia-calcio",28,4.3,2,0,2,"Yes",0.46,40,2.31,0.93,0.2,14.3,0,107,78.1,85.7,80,72.7,3.01,0,3,0,"Equal and under",0,2,0.46,2,1,2,12,2,0,10,8,0,8,9,1,2,5,7,6,53.8,"No"
"443",244400,"Riccardo Sottil","M","Italy","cagliari",21,13.2,2,0,3,"No",0.15,36,1.9,0.68,0.08,17,0,292,74.9,83.5,73.9,71.2,2.81,1,3,4,"Equal and under",1,4,0.3,8,2,7,35,6,0,5,40,1,19,20,0,1,30,5,15,25,"No"
"444",2444000,"Roberto Gagliardini","M","Italy","fc-internazionale-milano",26,13.7,3,0,2,"No",0.22,29.4,1.24,0.37,0.18,16.2,0,526,85.9,90.1,91.1,67.6,1.24,1,1,1,"Equal and under",0,6,0.44,17,5,24,40,16,0,29,8,1,4,13,0,0,13,24,15,61.5,"No"
"445",2288000,"Roberto Inglese","ST","Italy","parma-calcio-1913",28,6.4,0,0,2,"No",0,62.5,1.25,0.78,0,15.9,0,75,65.2,76.4,61.5,62.5,1.41,0,2,2,"Equal and under",1,2,0.31,4,3,9,32,9,0,5,6,0,1,27,0,8,3,11,16,40.7,"No"
"446",1404000,"Roberto Pereyra","M","Argentina","udinese",29,32.5,5,1,8,"No",0.12,23.1,0.8,0.18,0.15,17,0,1074,84.6,90,89.1,71.8,2.65,3,5,2,"Over",1,11,0.34,16,5,22,117,40,0,46,40,9,27,58,0,7,35,12,25,32.4,"Yes"
"447",2600000,"Roberto Soriano","M","Italy","bologna-fc-1909",29,36.1,9,0,5,"No",0.25,31.1,1.69,0.53,0.15,17.5,0,1232,81.2,85.9,84.4,68.5,2.82,0,3,3,"Over",4,13,0.36,32,9,50,189,30,0,70,43,0,9,39,0,3,28,39,67,36.8,"No"
"448",1248000,"Robin Gosens","D","Germany","atalanta",26,28,10,0,9,"Yes",0.36,40,1.78,0.71,0.2,11.5,0,1355,81.7,87.9,84.3,56.2,2.32,2,1,4,"Equal and under",2,11,0.39,28,10,30,110,45,1,63,17,0,16,34,1,9,58,35,21,62.5,"No"
"449",728000,"Rodrigo Becao","D","Brazil","udinese",24,30.9,1,0,5,"No",0.03,18.2,0.36,0.06,0.09,8.9,0,1211,87.9,91.7,92.5,73.4,0.62,0,0,1,"Equal and under",2,0,0,37,4,27,32,25,2,245,8,1,0,10,0,0,9,69,37,65.1,"No"
"450",4108000,"Rodrigo Bentancur","M","Uruguay","juventus",23,25.8,0,0,8,"Yes",0,33.3,0.58,0.19,0,22.9,0,1651,89.2,92.1,93,78.5,2.56,9,0,1,"Equal and under",5,13,0.5,45,9,39,94,40,1,115,27,1,4,16,1,2,8,31,26,54.4,"No"
"451",1612000,"Rodrigo De Paul","M","Argentina","udinese",26,35.6,9,3,5,"Yes",0.17,23.8,2.25,0.53,0.08,24,10,1532,73.2,81.7,80.2,59,4.61,39,13,7,"Over",2,20,0.56,29,2,42,106,57,1,27,114,2,14,68,1,1,114,7,13,35,"Yes"
"452",1768000,"Rodrigo Palacio","ST","Argentina","bologna-fc-1909",38,27.8,5,0,5,"No",0.18,44.4,1.94,0.86,0.09,13.5,0,740,75.6,85.2,76,59.6,3.35,1,8,8,"Over",2,16,0.58,12,8,12,230,16,1,32,46,2,46,75,0,35,56,45,72,38.5,"No"
"453",1092000,"Rogerio","D","Brazil","u.s.-sassuolo",22,20.9,0,0,4,"No",0,18.8,0.77,0.14,0,21.7,0,1097,84.8,93.3,87,54.4,1.29,3,1,1,"Equal and under",0,1,0.05,15,3,8,55,41,0,86,27,3,11,18,0,1,55,19,14,57.6,"No"
"454",1092000,"Rolando Mandragora","M","Italy","udinese",23,4.4,0,0,0,"No",0,44.4,2.04,0.9,0,22,1,131,79.4,88.4,87.9,50,1.58,0,0,0,"Equal and under",0,1,0.23,5,1,9,11,11,0,9,3,0,2,3,0,1,3,6,2,75,"No"
"455",1092000,"Rolando Mandragora","M","Italy","torino",23,16.9,3,0,5,"Yes",0.18,29.6,1.59,0.47,0.11,19.8,1,600,81.5,88.2,87.6,59.7,2.24,4,1,3,"Equal and under",2,5,0.3,17,6,25,65,12,0,32,11,1,1,12,1,1,13,13,13,50,"No"
"456",10400000,"Romelu Lukaku","ST","Belgium","fc-internazionale-milano",27,32,24,6,4,"No",0.56,47.2,2.78,1.31,0.2,13.7,1,555,72.5,82.4,65.3,64.3,3.56,0,12,10,"Equal and under",0,24,0.75,5,3,7,183,14,0,37,40,2,42,88,0,19,23,37,62,37.4,"Yes"
"457",1144000,"Ronaldo Vieira","M","England","hellas-verona",21,2.5,0,0,1,"No",0,0,0.8,0,0,23.3,0,97,79.5,84.1,82.5,64.7,1.19,0,0,0,"Equal and under",0,0,0,1,1,2,7,2,0,7,2,0,0,1,0,0,0,6,3,66.7,"No"
"458",1300000,"Ruslan Malinovskyi","M","Ukraine","atalanta",27,20.8,8,1,3,"No",0.34,33.3,3.31,1.1,0.1,20.6,12,857,74.6,82.4,81.9,57,6.04,23,5,6,"Over",1,16,0.77,17,6,15,181,18,1,9,56,3,20,45,0,1,31,29,28,50.9,"Yes"
"459",343200,"Salva Ferrer","D","Spain","spezia-calcio",22,7.8,5,0,0,"No",0.64,66.7,1.92,1.28,0.33,9.8,0,97,67.8,76.1,58.1,50,0.64,0,1,0,"Equal and under",0,1,0.13,6,2,4,89,7,0,7,2,0,1,42,0,3,2,19,45,29.7,"No"
"460",343200,"Salvatore Molina","D","Italy","crotone",28,25.7,1,0,1,"No",0.04,33.3,0.58,0.19,0.07,19.6,0,851,78,86.8,85,55.3,1.71,4,2,0,"Equal and under",1,7,0.27,27,9,24,77,43,0,92,30,1,7,22,0,2,54,23,21,52.3,"No"
"462",988000,"Sam Lammers","ST","Holland","atalanta",23,3.2,2,0,0,"No",0.62,44.4,2.78,1.24,0.22,12.9,0,95,75.4,81.9,76.7,50,3.09,0,2,0,"Equal and under",0,1,0.31,3,1,5,24,0,0,5,17,0,5,16,0,2,1,10,12,45.5,"No"
"465",2444000,"Samu Castillejo","M","Spain","ac-milan",25,13.1,1,0,5,"No",0.08,28,1.91,0.53,0.04,17.7,1,365,78.8,87.4,85.6,58.7,2.06,2,1,1,"Equal and under",0,3,0.23,17,3,24,100,18,0,13,27,2,13,19,0,4,28,10,20,33.3,"No"
"466",1092000,"Samuel Di Carmine","ST","Italy","hellas-verona",31,5.6,0,0,1,"No",0,22.2,1.62,0.36,0,9.7,0,97,61.8,72.9,51.1,33.3,1.98,0,0,1,"Equal and under",0,2,0.36,0,0,3,37,0,0,6,1,0,4,20,0,6,5,30,28,51.7,"No"
"467",1092000,"Samuel Di Carmine","ST","Italy","crotone",31,5.3,0,0,1,"No",0,16.7,1.14,0.19,0,11,0,79,77.5,83.7,76.5,77.8,0.76,0,0,0,"Equal and under",0,2,0.38,2,2,2,14,3,0,6,0,0,1,13,0,0,3,12,16,42.9,"No"
"468",1716000,"Sandro Tonali","M","Italy","ac-milan",20,14.8,0,0,1,"Yes",0,33.3,0.61,0.2,0,22.3,1,633,82.3,85.7,87.4,71,2.03,7,0,0,"Equal and under",0,1,0.07,14,1,16,41,23,0,43,6,0,1,10,0,0,11,6,10,37.5,"No"
"469",1092000,"Sasa Lukic","M","Serbia","torino",23,23.4,3,0,4,"No",0.13,36.8,0.81,0.3,0.16,16.4,0,648,80.3,87.8,84.4,59.3,2.35,2,3,1,"Over",3,3,0.13,28,6,38,100,35,0,23,25,1,8,25,0,2,25,26,56,31.7,"No"
"470",395200,"Sebastian Walukiewicz","D","Poland","cagliari",20,18,0,0,1,"No",0,33.3,0.17,0.06,0,6.9,0,715,85.6,89.9,90,69.8,0.28,0,0,1,"Equal and under",0,2,0.11,14,3,18,14,16,0,178,8,0,0,4,0,0,1,23,21,52.3,"No"
"471",572000,"Sebastiano Luperto","D","Italy","crotone",23,20.9,0,0,5,"Yes",0,20,0.24,0.05,0,18.5,0,809,82.6,91.3,92,50,0.57,0,1,0,"Equal and under",1,0,0,19,1,12,21,23,1,184,5,0,0,7,1,0,0,28,25,52.8,"No"
"472",936000,"Sebastien De Maio","D","France","udinese",33,9.5,0,0,1,"No",0,20,0.53,0.11,0,12.3,0,317,86.1,91.5,91.7,70.5,0.32,0,0,0,"Equal and under",0,0,0,13,0,1,3,6,0,66,2,0,0,1,0,3,1,24,19,55.8,"No"
"473",2132000,"Senad Lulic","D","Bosnia & Herzegovina","lazio",33,8,0,0,1,"No",0,50,0.75,0.38,0,16.4,0,252,72.6,84.8,80.3,47.8,1.5,1,2,0,"Equal and under",0,1,0.13,10,4,6,28,10,0,17,10,0,4,11,0,2,23,11,3,78.6,"No"
"474",3900000,"Sergej Milinkovic-Savic","M","Serbia","lazio",24,30.5,8,0,4,"No",0.26,32.8,2.1,0.69,0.13,17.4,11,1407,78.1,82.5,84.6,64.2,2.65,1,1,4,"Equal and under",4,16,0.52,46,16,61,123,44,0,83,29,3,14,67,0,11,49,95,79,54.6,"No"
"475",1560000,"Simon Kjar","D","Denmark","ac-milan",31,26.6,0,0,3,"No",0,13.3,0.56,0.08,0,11.2,1,1289,88.3,92.4,95.4,73.8,0.45,1,0,2,"Equal and under",0,2,0.08,21,2,19,11,27,2,297,0,0,0,7,0,1,1,66,40,62.3,"No"
"476",468000,"Simon Sohm","M","Switzerland","parma-calcio-1913",19,10,1,0,1,"No",0.1,20,0.5,0.1,0.2,18,0,370,85.6,87.7,90.7,67.7,1.2,0,3,0,"Equal and under",0,1,0.1,11,1,7,24,9,0,13,10,1,1,10,0,2,2,11,6,64.7,"No"
"477",135200,"Simone Bastoni","D","Italy","spezia-calcio",23,16.9,1,0,7,"No",0.06,19,1.24,0.24,0.05,19.8,1,807,75.7,89.1,81.7,53.6,2.72,12,5,1,"Equal and under",0,8,0.47,29,5,21,43,20,0,45,15,0,5,24,0,2,45,24,29,45.3,"No"
"479",416000,"Simone Iacoponi","D","Italy","parma-calcio-1913",33,13.3,0,0,3,"Yes",0,50,0.3,0.15,0,36.1,0,627,86.4,93.1,92.8,72.9,0.3,0,0,0,"Equal and under",0,1,0.08,16,1,13,13,21,1,104,4,1,0,6,0,2,7,11,9,55,"No"
"480",31200,"Simone Rabbi","ST","Italy","bologna-fc-1909",18,0.4,0,0,0,"No",0,0,0,0,0,0,0,7,70,100,80,0,0,0,0,0,"Equal and under",0,0,0,1,0,1,4,0,0,0,0,0,0,3,0,1,0,0,2,0,"No"
"482",2756000,"Simone Verdi","ST","Italy","torino",28,18,1,0,6,"No",0.06,29.3,2.28,0.67,0.02,21.7,13,479,66.1,83.9,69.2,49.2,4.33,35,3,6,"Equal and under",1,8,0.44,15,3,15,71,10,0,12,32,0,9,26,0,5,67,4,17,19,"No"
"483",2236000,"Simone Zaza","ST","Italy","torino",29,16.6,6,0,4,"No",0.36,29.3,3.5,1.03,0.1,13.8,2,245,73.6,78.7,76.3,68.6,2.11,0,0,6,"Over",2,2,0.12,8,4,12,133,13,0,7,12,3,7,52,0,14,7,38,71,34.9,"No"
"484",936000,"Simy","ST","Nigeria","crotone",28,32.7,20,8,1,"No",0.37,44.4,1.65,0.73,0.22,11.7,0,545,77.4,83.6,77.5,67.4,1.41,0,5,1,"Equal and under",0,4,0.12,8,1,12,173,20,1,63,33,1,9,112,0,23,5,58,115,33.5,"Yes"
"485",12116,"Siriky Sanogo","M","Ivory Coast","benevento",18,17.8,2,0,2,"No",0.11,31.6,2.14,0.68,0.05,16,0,495,79.2,86.9,82,64.2,3.6,12,3,3,"Equal and under",0,7,0.39,7,6,20,78,15,0,18,16,0,14,28,0,3,26,7,22,24.1,"No"
"486",1976000,"Sofyan Amrabat","M","Morocco","acf-fiorentina",23,27.1,0,0,7,"No",0,33.3,0.33,0.11,0,19.4,0,1234,88.8,87.9,93.4,87.8,1.25,0,1,2,"Equal and under",0,2,0.07,42,7,39,90,41,0,41,41,2,1,18,0,0,10,16,36,30.8,"No"
"487",1768000,"Soualiho Meite","M","France","ac-milan",26,6.5,0,0,2,"No",0,42.9,1.07,0.46,0,22.8,0,241,84.6,83.1,88.1,84.8,2.6,0,2,1,"Equal and under",1,2,0.31,12,2,9,19,13,0,18,13,0,0,2,0,2,2,13,8,61.9,"No"
"488",1768000,"Soualiho Meite","M","France","torino",26,10.2,1,0,0,"No",0.1,50,0.78,0.39,0.13,16.6,0,314,82,86.5,86.9,69.5,1.76,0,2,2,"Equal and under",0,3,0.29,6,1,18,30,24,1,12,24,0,0,16,0,1,3,10,8,55.6,"No"
"489",2652000,"Stanislav Lobotka","M","Slovakia","napoli",25,1.7,0,0,2,"No",0,0,0,0,0,0,0,114,89.8,98.1,86,83.3,0.58,0,0,0,"Equal and under",0,0,0,1,0,1,7,0,0,1,2,0,0,0,0,0,0,2,2,50,"No"
"490",6448000,"Stefan de Vrij","D","Holland","fc-internazionale-milano",28,30.4,1,0,2,"No",0.03,36.4,0.36,0.13,0.09,8,0,1823,94.6,94.3,97.1,88.5,0.49,0,0,0,"Equal and under",1,2,0.07,16,1,7,9,16,0,266,6,0,0,1,0,0,2,89,39,69.5,"No"
"491",2132000,"Stefan Radu","M","Romania","lazio",32,27.3,0,0,2,"No",0,0,0.22,0,0,11.7,0,1361,83.9,89.1,89.3,64.3,1.39,0,1,0,"Equal and under",0,6,0.22,23,3,21,27,25,2,151,14,0,1,8,0,1,43,47,28,62.7,"No"
"492",988000,"Stefano Okaka","ST","Italy","udinese",30,16.5,4,0,2,"No",0.24,40.9,1.33,0.54,0.18,12.4,0,249,81.4,84.3,86.7,50,1.27,0,3,2,"Equal and under",1,2,0.12,8,3,8,101,6,0,27,17,0,5,50,0,13,5,30,59,33.7,"No"
"493",3276000,"Stefano Sensi","M","Italy","fc-internazionale-milano",24,6.7,0,0,1,"Yes",0,44.4,2.69,1.19,0,20.5,1,351,82.4,90.1,84.3,63.2,5.07,4,2,3,"Equal and under",0,4,0.6,10,2,6,30,4,1,7,10,1,4,14,0,0,9,1,3,25,"No"
"494",1924000,"Stefano Sturaro","M","Italy","genoa-cfc",27,4.9,1,0,1,"No",0.2,40,1.01,0.4,0.2,17.2,2,173,70.6,77.9,82.1,48.1,1.21,4,0,0,"Equal and under",0,0,0,7,2,8,21,10,0,4,3,0,0,8,0,2,7,6,14,30,"No"
"495",1924000,"Stefano Sturaro","M","Italy","hellas-verona",27,4.7,0,0,5,"No",0,0,0.21,0,0,21,0,137,74.9,78.8,78.7,71,1.06,0,0,1,"Equal and under",0,1,0.21,5,1,6,21,8,0,9,1,0,2,2,0,0,4,9,9,50,"No"
"496",3848000,"Stephan El Shaarawy","M","Italy","as-roma",27,6.4,1,0,1,"No",0.16,43.8,2.52,1.1,0.06,17.4,0,186,77.5,79.2,87.5,75,4.88,0,3,1,"Equal and under",1,1,0.16,2,0,3,32,5,0,4,9,2,12,8,0,1,10,2,8,20,"No"
"497",676000,"Takehiro Tomiyasu","D","Japan","bologna-fc-1909",21,30.2,2,0,4,"No",0.07,25,0.53,0.13,0.13,15.2,0,1380,83.8,90.9,87,68.2,0.83,2,0,0,"Equal and under",0,2,0.07,29,4,13,37,41,0,179,19,1,2,22,0,3,23,106,58,64.6,"No"
"498",1924000,"Theo Hernandez","D","France","ac-milan",22,32.6,7,0,9,"No",0.21,27.7,1.44,0.4,0.15,19.2,2,1541,81.2,88.6,85.3,57.6,2.42,5,3,2,"Over",1,12,0.37,43,5,17,56,52,2,117,70,5,29,43,0,6,48,53,27,66.3,"No"
"499",239200,"Thomas Ouwejan","D","Holland","udinese",23,4.6,0,0,0,"No",0,33.3,1.31,0.44,0,24.6,0,161,62.9,74.4,72.7,44.1,3.49,3,0,0,"Equal and under",1,3,0.65,3,2,6,15,7,0,8,3,1,2,6,0,0,32,2,9,18.2,"No"
"501",5356000,"Tiemoue Bakayoko","M","France","napoli",25,21.8,2,0,6,"Yes",0.09,25,0.73,0.18,0.13,16.9,0,1091,90.2,90.7,94.1,85,1.6,0,1,2,"Equal and under",1,2,0.09,53,9,19,52,23,0,39,22,1,1,19,1,1,1,44,36,55,"No"
"502",676000,"Tolgay Arslan","M","Germany","udinese",29,20.2,3,0,9,"No",0.15,27.3,1.09,0.3,0.14,20.8,0,761,84.5,89.1,88.6,71.3,1.19,1,1,0,"Equal and under",0,1,0.05,39,5,32,38,28,1,29,35,0,6,17,0,0,9,13,9,59.1,"No"
"503",2236000,"Tomas Rincon","M","Venezuela","torino",32,31.6,1,0,10,"Yes",0.03,17.4,0.73,0.13,0.04,17.9,0,1156,84.1,89.5,88.6,68,1.26,0,1,2,"Equal and under",4,2,0.06,47,11,43,84,30,0,83,30,2,4,25,1,0,17,45,41,52.3,"No"
"504",395200,"Tommaso Augello","D","Italy","u.c.-sampdoria",25,35.7,1,0,2,"Yes",0.03,25,0.22,0.06,0.13,19.4,0,1567,76.6,89.5,80.1,45.8,1.37,2,2,1,"Equal and under",0,4,0.11,25,3,20,72,49,1,125,35,4,5,33,0,2,118,48,37,56.5,"No"
"505",728000,"Tommaso Pobega","M","Italy","spezia-calcio",21,13.7,6,0,6,"No",0.44,47.6,1.54,0.73,0.29,14.7,0,351,77.8,84.4,81.7,59.7,1.54,0,1,2,"Over",2,4,0.29,21,7,20,54,17,1,29,4,0,4,13,0,0,7,20,19,51.3,"No"
"506",1196000,"Valentin Eysseric","M","France","acf-fiorentina",28,8.1,2,0,2,"No",0.25,38.5,1.6,0.62,0.15,16.9,1,264,74.2,85.5,78.8,54.4,1.98,2,1,2,"Equal and under",0,2,0.25,10,1,8,28,13,0,12,6,2,3,10,0,0,18,8,10,44.4,"No"
"507",468000,"Valentin Mihaila","ST","Romania","parma-calcio-1913",20,7.8,3,0,2,"No",0.39,52.6,2.45,1.29,0.16,16.4,0,136,68,81.6,62.7,53.3,2.84,0,5,1,"Equal and under",0,4,0.52,3,1,14,47,9,0,9,16,0,7,26,0,5,12,1,14,6.7,"No"
"508",1040000,"Valerio Verre","M","Italy","u.c.-sampdoria",26,11.1,3,0,3,"No",0.27,41.7,2.16,0.9,0.13,21.3,0,383,71.6,81.7,74.6,60.6,3.7,3,3,2,"Equal and under",1,8,0.72,9,4,15,83,16,1,8,19,0,1,42,0,1,10,15,28,34.9,"No"
"509",676000,"Valon Behrami","M","Switzerland","genoa-cfc",35,9.9,0,0,3,"Yes",0,25,0.4,0.1,0,14.3,0,165,75.3,78.7,77.9,59.1,0.71,0,0,0,"Equal and under",0,1,0.1,14,1,14,34,19,0,17,4,0,1,5,1,0,2,15,20,42.9,"No"
"511",676000,"Vasco Regini","D","Italy","u.c.-sampdoria",29,1,0,0,0,"No",0,0,0,0,0,0,0,33,89.2,92.9,88.2,75,1.02,0,0,0,"Equal and under",0,0,0,0,0,1,1,2,0,6,0,0,0,0,0,0,1,1,0,100,"No"
"512",182000,"Vasilis Zagaritis","D","Greece","parma-calcio-1913",19,0.7,0,0,0,"No",0,0,0,0,0,0,0,42,80.8,95.2,95.2,20,1.83471617870144,0,0,0,"Equal and under",0,0,0,1,0,0,3,1,0,1,3,1,0,1,0,1,5,0,0,0,"No"
"513",6240000,"Victor Osimhen","ST","Nigeria","napoli",21,17.5,10,0,4,"No",0.57,40.6,3.66,1.49,0.16,13.6,0,176,70.1,80.9,68.2,50,3.43,0,7,3,"Over",6,7,0.4,12,12,7,189,8,0,10,18,2,24,41,0,20,20,36,65,35.6,"No"
"514",676000,"Vincent Laurini","D","France","parma-calcio-1913",31,9.7,0,0,1,"No",0,0,0.1,0,0,32.3,0,400,78.9,90.8,80,56.7,1.03,0,0,0,"Equal and under",1,2,0.21,13,2,2,14,13,0,38,2,0,0,5,0,0,21,7,12,36.8,"No"
"515",1196000,"Vlad Chiriches","D","Romania","u.s.-sassuolo",30,20.4,2,0,6,"No",0.1,27.3,0.54,0.15,0.18,13.5,0,1494,93.5,95.2,95.4,84.8,0.98,0,1,1,"Equal and under",0,2,0.1,20,1,13,8,26,0,242,13,0,2,4,0,1,4,57,40,58.8,"No"
"516",416000,"Vladimir Golemic","D","Serbia","crotone",29,26,2,1,4,"Yes",0.04,33.3,0.23,0.08,0.17,9.6,0,1113,86.9,91.5,92.2,67.1,0.46,1,0,0,"Equal and under",0,1,0.04,18,4,14,12,26,1,276,3,0,0,4,0,0,4,56,43,56.6,"Yes"
"517",468000,"Walace","M","Brazil","udinese",25,22.8,0,0,4,"No",0,23.5,0.74,0.18,0,23,0,1041,88.4,91.9,92.1,81.2,1.01,1,0,2,"Equal and under",1,1,0.04,45,4,57,41,40,1,68,28,2,1,24,0,1,4,13,16,44.8,"No"
"518",2080000,"Weston McKennie","M","U.S.A.","juventus",21,18.9,5,0,5,"No",0.26,48.3,1.53,0.74,0.17,10.1,0,667,85.1,90.3,85.6,75,2.8,0,4,4,"Equal and under",0,4,0.21,28,6,23,104,20,0,37,16,0,6,29,0,4,15,34,28,54.8,"No"
"519",332800,"Wilfried Singo","D","Ivory Coast","torino",19,20.6,1,0,4,"Yes",0.05,10,0.49,0.05,0.1,14.2,0,736,76.7,89.9,77.4,49.2,1.89,1,3,1,"Equal and under",0,4,0.19,17,4,17,44,18,1,68,58,0,12,33,1,2,60,43,31,58.1,"No"
"521",1456000,"Wylan Cyprien","M","France","parma-calcio-1913",25,4.6,0,0,2,"No",0,16.7,1.32,0.22,0,27.4,3,243,84.1,92.4,93.1,57.4,2.85,3,0,0,"Equal and under",0,1,0.22,6,0,4,6,7,2,20,1,0,0,3,0,0,3,4,2,66.7,"No"
"522",1820000,"Yann Karamoh","ST","France","parma-calcio-1913",22,14.4,2,0,3,"No",0.14,40.9,1.53,0.63,0.09,14.1,0,287,77.2,86.2,76.3,63.4,2.5,0,3,2,"Equal and under",0,4,0.28,20,5,14,83,10,0,14,39,2,13,35,0,8,20,6,20,23.1,"No"
"523",35932,"Yeferson Paz","D","Colombia","bologna-fc-1909",18,4,1,0,0,"No",0.25,50,0.5,0.25,0.5,5,0,204,85.7,83.9,89.9,80.5,0.99,0,0,0,"Equal and under",0,0,0,6,1,0,2,7,0,29,1,0,0,0,0,0,0,25,2,92.6,"No"
"524",572000,"Yordan Osorio","D","Venezuela","parma-calcio-1913",26,20.1,0,0,2,"No",0,12.5,0.4,0.05,0,9.6,0,1028,89.9,93.1,95.9,76.8,0.35,0,0,0,"Equal and under",0,1,0.05,16,0,16,6,24,3,208,16,0,0,9,0,1,2,44,22,66.7,"No"
"525",9724000,"Zlatan Ibrahimovic","ST","Sweden","ac-milan",38,16.6,15,6,2,"Yes",0.72,44.7,4.58,2.05,0.16,15.9,7,394,70.6,74.9,74.5,62.2,3.74,0,5,14,"Over",1,11,0.66,5,3,8,62,3,1,32,15,0,9,31,0,40,12,74,45,62.2,"Yes"
